"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"Astoria Coffee",924,"2020-04-07T04:00:00.000Z","(347) 619-3915","http://astoriacoffeeny.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.767144,-73.922485,"30-04 30th St, Astoria","TAKEOUT, CALL 347-619-3915 HOURS Fri-Sun 8 am-3pm GIFT CARDS AVAILABLE IN STORE BAGS OF WHOLE BEAN COFFEE FOR PURCHASE. [www.astoriacoffeeny.com][1]

  [1]: http://www.astoriacoffeeny.com
","cafe,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Astoria Pizza Factory",925,,"(718) 726-9112","http://astoriapizzafactory.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.778688,-73.902654,"19-46 37th St, Astoria","TAKEOUT & DELIVERY CALL 718-726-9112  HOURS 10AM - 10PM DIGITAL GIFT CERTIFICATES AVAILABLE ON WEBSITE.  Astoriapizzafactory.com
","meal_delivery,meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Athens Grill & Sports Bar",926,"2020-04-29T04:00:00.000Z","(718) 777-5366",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.767342,-73.921791,"30-11 30th Ave, Long Island City","Closed at this time  Call to be sure 718-777-5366
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Astoria Seafood",927,"2020-04-30T04:00:00.000Z","(718) 392-2680","http://www.astoriaseafoodnyc.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.754005,-73.929861,"3710 33rd St, Queens","Open 12-8 Wed-Sat Call 718-392-2680 3710 33rd St Astoria [www.astoriaseafoodnyc.com][1]

  [1]: http://www.astoriaseafoodnyc.com
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Astoria Seafood & Grill",928,,"(917) 745-1715","http://astoriaseafoodngrillny.site/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765899,-73.913039,"25-79 Steinway St, Queens","TAKEOUT & DELIVERY CALL 917-745-1715 HOURS 11AM - 11PM
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Kinship Coffee",929,"2020-05-28T04:00:00.000Z","(646) 512-2106","https://www.kinshipcoffeeisbrewing.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762031,-73.925852,"30-14 Broadway, Astoria","8am-3pm daily 646-512-2106 Updates <https://www.instagram.com/kinshipcoffee/> More Updates <https://www.kinshipcoffeeisbrewing.com/>
","cafe,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Astoria Secret",930,"2020-04-07T04:00:00.000Z","(718) 956-4526","https://stores.modells.com/s/steinway","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764079,-73.914465,"30-88 Steinway St, Astoria","Closed at this time
","shoe_store,clothing_store","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bagel House",931,,"(718) 726-1869",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.773226,-73.906258,"38-11 Ditmars Blvd, Astoria","TAKEOUT & DELIVERY CALL 718-726-1103 HOURS 5AM - 3PM
","bakery,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bagelberry",932,"2020-04-07T04:00:00.000Z","(718) 932-1425",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.76683,-73.920723,"31-13 30th Ave, Queens","Closed at this time [www.bagelberry.com][1]

  [1]: http://www.bagelberry.com
","meal_delivery,bakery,cafe,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bahari Estiatorio",933,,"(718) 204-8968","http://www.bahariestiatorio.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761635,-73.924942,"31-14 Broadway, Astoria","Takeout & Delivery Call 718-204-8968 HOURS 12PM - 12AM
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bai Sushi",934,"2020-04-15T04:00:00.000Z","(718) 956-7445","http://baisushitogo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759719,-73.920272,"37-03 Broadway, Astoria","Open for delivery/takeout order [www.baisushitogo.com][1]

  [1]: http://www.baisushitogo.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bareburger",935,,"(718) 777-7011","https://bareburger.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763439,-73.92107,"33-21 31st Ave, Astoria","Takeout & Delivery HOURS  12-10pm Delivery options include contactless delivery. BOGO on kids meals.  $12 special on select Burger/Fries combos.   <https://www.bareburger.com/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bareburger",936,,"(718) 204-7167","https://bareburger.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774161,-73.912806,"23-01 31st St, Astoria","12-10pm Takeout & Contactless delivery BOGO on kids meals.  $12 special on select Burger/Fries combos.   <https://www.bareburger.com/>
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"BartoLino's Pizza",937,,"(347) 730-6573","http://bartolinospizzamenu.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.760751,-73.922441,"34-11 Broadway, Astoria","12-11:30pm Delivery & Takeout  Call 347-730-6573 [www.bartolinospizzamenu.com][1]

  [1]: http://www.bartolinospizzamenu.com
","meal_delivery,meal_takeaway,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Basil Brick Oven Pizza",938,,"(718) 204-1205","http://basilbrickoven.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.770812,-73.92007,"28-17 Astoria Blvd, Queens","11am-11pm Delivery & Takeout  347-846-0195 Get 10% off when you order through their website. Family size meals are available >>> [www.basilbrickoven.com][1]

  [1]: http://www.basilbrickoven.com
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Beans & Lager",939,"2020-04-18T04:00:00.000Z","(718) 392-5777","http://beansandlager.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.755872,-73.927954,"3301 36th Ave, Astoria","[Closed at this time] - Call (718) 392-5777 for updates
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Beija Flor",940,"2020-04-18T04:00:00.000Z","(718) 606-2468","https://www.beyondmenu.com/35053/long-island-city/beija-flor-long-island-city-11101.aspx","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.75459,-73.93389,"38-02 29th St, Long Island City","Delivery & Takeout Hours 12-8 PM, Call (718) 606-2468 or 917-565-9625, [www.beijaflor.nyc][1]

  [1]: http://www.beijaflor.nyc
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Biskoti Bakery Cafe",941,"2020-04-18T04:00:00.000Z","(844) 247-5684","http://www.biskoti.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764228,-73.915981,"37-20 30th Ave, Queens","Delivery & Takeout Hours 10am - 10pm, Order by phone at (929) 286-0180 <https://www.instagram.com/biskotinyc/>
","bakery,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Blackbird's Restaurant",942,"2020-04-18T04:00:00.000Z","(718) 943-6899","http://blackbirdsbar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763364,-73.913361,"41-19 30th Ave, Astoria","Delivery (1/2 mile radius) & Takeout, Call (718) 943-6899 or visit <https://www.instagram.com/blackbirdsastoria/> to confirm hours, blackbirdsbar.com
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Blend Astoria",943,"2020-06-14T04:00:00.000Z","(718) 606-6383","http://www.blendastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764463,-73.915781,"37-17 30th Ave, Astoria","
","restaurant,food","11103","2020-05-29T17:32:14.000Z","Open",,"11 am-9 pm
","Yes","Yes",,,"https://www.instagram.com/blendastoria/",,,,,,
"Boon Chu 2",944,"2020-04-18T04:00:00.000Z","(718) 269-4549","http://boonchu2thairestaurant.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774645,-73.908372,"35-13 Ditmars Blvd, Astoria","Delivery & Takeout Hours 11 am - 11 pm, Call (718) 269-4549 or order through Seamless. [www.boonchu2thairestaurant.com][1]

  [1]: http://www.boonchu2thairestaurant.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Boteko Nyc",945,"2020-04-18T04:00:00.000Z","(718) 606-2411",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.7628,-73.926671,"29-03 Broadway, Queens","[Closed at this time] - Call  (718) 606-2411 for updates
","meal_delivery,bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Botte Bar",946,"2020-04-18T04:00:00.000Z","(718) 433-9079","https://bottebar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763354,-73.92805,"25-07 Broadway, Queens","Delivery & Takeout Hours 4-10PM, Call (718) 433-9079 to place your order; they have daily specials menus (check their Instagram @bottebar) with plates of their most popular dishes in servings from 1-4, [www.bottebar.com][1]

  [1]: http://www.bottebar.com
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Brik Astoria",947,"2020-04-18T04:00:00.000Z","(718) 267-2745","http://www.brikastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758592,-73.91954,"32-16 Steinway St, Astoria","Delivery & Takeout Hours 11AM - 1AM, Call (718) 267-2745 or order through Grubhub/Seamless; alcoholic beverages available for pickup/delivery on phone deliveries only, [www.brikastoria.com][1] <https://www.instagram.com/p/B_AthbqjiRS/>

  [1]: http://www.brikastoria.com
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Broadway Cafe",948,"2020-04-18T04:00:00.000Z","(718) 406-9477",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.758562,-73.917761,"41-09 Broadway, Long Island City","Takeout Hours 8AM - 2PM, Call (718) 406-9477
","cafe,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Brooklyn Bagel & Coffee Company",949,"2020-04-18T04:00:00.000Z","(718) 932-8280","http://www.bkbagel.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774721,-73.90848,"35-09 Ditmars Blvd, Long Island City","Delivery & Takeout Hours 6AM - 4:30PM, Text BKBAGEL to 33733 to download their app or order through their website [www.bkbagel.com][1] or by calling in your order at (718) 932-8280

  [1]: http://www.bkbagel.com
","bakery,meal_takeaway,cafe,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bubba's Bistro Astoria",950,"2020-04-18T04:00:00.000Z","(718) 728-2227","http://www.bubbasbistroastoria.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775889,-73.909982,"31-13A Ditmars Blvd, Astoria","Hours 1:30 to 9pm but call (718) 728-2227 to confirm, Call for delivery/takeout or order through Grubhub/Seamless, see [www.instagram.com/bubbasbistroastoria/][1] for updates

  [1]: http://www.instagram.com/bubbasbistroastoria/
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bund On Broadway",951,"2020-04-18T04:00:00.000Z","(718) 971-5465","http://www.bundonbroadway.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76316,-73.928229,"25-08 Broadway, Astoria","Delivery & Takeout Hours 12-3 pm and 4:30-10 PM, Call (718) 971-5465, also offering flash frozen dumplings in several varieties for takeout and delivery! 24-hour advance order placement for frozen orders; $25 minimum order. Delivery is free for orders of $50+.  [www.bundonbroadway.com][1] <https://www.instagram.com/bundonbroadway/>

  [1]: http://www.bundonbroadway.com
","restaurant,meal_delivery,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Burger Club",952,"2020-04-18T04:00:00.000Z","(718) 777-7788","http://www.burger-club.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.766361,-73.92056,"32-02 30th Ave, Astoria","[Closed at this time]- Call (718) 777-7788 for updates, <https://www.burger-club.com/>
","meal_delivery,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Burgerology Astoria",953,"2020-04-18T04:00:00.000Z","(917) 745-0299","https://www.burgerologyastoria.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775544,-73.909626,"31-29 Ditmars Blvd, Astoria","[Closed at this time] but Rockville Centre and Huntington locations are open, Gift cards are available at 20% off in increments of $25/$50/$100 at [www.burgerologyrvc.com][1]

  [1]: http://www.burgerologyrvc.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Butcher Bar",954,"2020-04-18T04:00:00.000Z","(718) 606-8140","http://butcherbar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764341,-73.916409,"37-10 30th Ave, Astoria","Delivery & Takeout Hours 11:30AM -11 PM , Order direct through their website and get 10% off with code MEATCANDY and donate a meal to hospital workers at butcherbar.com, Support staff at <https://www.gofundme.com/f/butcher-bar039s-employee-covid-fund>
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"BZ Grill",955,"2020-04-18T04:00:00.000Z","(718) 932-7858","http://www.bzgrill.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.770751,-73.921335,"27-02 Astoria Blvd, Queens","Delivery & Takeout Hours 11 AM-11 PM, Call (718) 932-7858 or order through Grubhub, bzgrill.com
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Cafe Triskell",956,"2020-04-18T04:00:00.000Z","(718) 472-0612","http://www.cafetriskell.co/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.755597,-73.928028,"33-04 36th Ave, Astoria","[Closed at this time] - Call (718) 472-0612 for updates
","cafe,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Caravan Chicken",957,"2020-04-18T04:00:00.000Z","(718) 545-3980",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.760556,-73.921944,"35-01 Broadway, Astoria","Takeout Hours 11:30 am- 9 pm, Call (718) 545-3980 to order
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Champion Pizza",958,"2020-04-18T04:00:00.000Z","(347) 278-1598",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.761662,-73.92499,"31-12 Broadway, Queens","Takeout & Delivery, Call (718) 433-9949 for hours
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chano's Cantina",959,"2020-04-18T04:00:00.000Z","(917) 832-7261","https://chanoscantinany.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756621,-73.929336,"35-55 31st St, Queens","Delivery & Takeout Hours 11-11 PM, Call (917) 832-7261 [www.chanoscantinany.com][1]

  [1]: http://www.chanoscantinany.com
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chela & Garnacha",960,"2020-04-18T04:00:00.000Z","(917) 832-6876","http://www.chela-garnacha.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.755802,-73.92757,"33-09 36th Ave, Queens","Delivery & Takeout Hours 4:30 PM - 10 PM, Call (917) 832-6876 or order online (Seamless, Grubhub, Ubereats) [www.chela-garnacha.com][1]

  [1]: http://www.chela-garnacha.com
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chicken Festival Astoria",961,"2020-04-18T04:00:00.000Z","(718) 728-9696",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.776561,-73.910939,"2919 Ditmars Blvd, Queens","Takeout, Call (718) 728-9696 for hours
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chicken Shack Astoria",962,"2020-04-18T04:00:00.000Z","(718) 721-3035","https://chickenshacknyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759881,-73.920653,"36-19 Broadway, Queens","Delivery & Takeout Hours 11AM - Midnight, Call them at (718) 721-3035 or order online through their website; 10% off on orders through their website! [www.chickenshacknyc.com][1]

  [1]: http://www.chickenshacknyc.com
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chip NYC",963,"2020-04-29T04:00:00.000Z","(917) 745-0101","http://chipnewyorkcity.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765651,-73.919238,"30-06 34th St, Queens","Open updates at [www.instagram.com/chipnewyorkcity][1] & [www.chipnewyorkcity.com][2]

  [1]: http://www.instagram.com/chipnewyorkcity
  [2]: http://www.chipnewyorkcity.com
","bakery,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Christos Steak House",964,"2020-04-18T04:00:00.000Z","(718) 777-8400","http://www.christossteakhouse.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.770336,-73.907484,"4108 23rd Ave, Queens","Closed at this time] - Call 718-777-8400 for updates [www.christossteakhouse.com][1]

  [1]: http://www.christossteakhouse.com
","night_club,bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Comfortland",965,"2020-04-18T04:00:00.000Z","(347) 642-9932","http://www.comfortlandnyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763853,-73.914521,"40-09 30th Ave, Astoria","10am-4pm Delivery & Takeout, Delivery through Grubhub, [www.comfortlandny.com][1] <https://www.instagram.com/comfortland/>

  [1]: http://www.comfortlandny.com
","cafe,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Compton's",966,"2020-04-18T04:00:00.000Z","(917) 745-0573",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.770809,-73.930133,"30-02 14th St, Queens","8AM-5PM Delivery & Takeout, Call (917) 745-0573 or order through Caviar, [www.comptonsastoria.com][1]

  [1]: http://www.comptonsastoria.com
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Copabacana",967,"2020-04-18T04:00:00.000Z",,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.756403,-73.929058,,"11am-10pm Takeout, Call 718-545-3685
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Create Food",968,"2020-04-18T04:00:00.000Z","(718) 204-0333","https://www.createfoodsnyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765088,-73.91706,"36-03 30th Ave, Astoria","Sun-Thu 7:30am-9pm Fri-Sat 7:30am-8:30pm Delivery & Takeout  Order through website 5% off [www.createfoodsnyc.com][1] or call (718) 204-0333

  [1]: http://www.createfoodsnyc.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Crescent Kitchen",969,"2020-04-18T04:00:00.000Z","(718) 278-0873","http://crescentkitchenastoria.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.768543,-73.925319,"2342 30th Ave, Long Island City","6am-6pm Delivery & Takeout, Call (917) 775-0525
","cafe,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ddee Thai",970,"2020-04-18T04:00:00.000Z","(718) 626-1222","http://www.ddeethai.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762905,-73.913248,"42-06 30th Ave, Astoria","Delivery & Takeout Hours 11:30AM-10PM, Call (718) 626-1222 or online through Seamless/Grubhub <https://www.ddeethai.com/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Demole Astoria",971,"2020-04-18T04:00:00.000Z","(718) 777-1655","http://www.demoleastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762692,-73.912846,"42-20 30th Ave, Astoria","Delivery & Takeout Hours 11AM-11:30PM, Call (718) 777-1655 [www.demoleastoria.com][1]

  [1]: http://www.demoleastoria.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Desi BBQ",972,"2020-04-18T04:00:00.000Z","(718) 650-1750",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.753552,-73.923648,"36-02 Steinway St, Long Island City","Delivery & Takeout Hours 12-3AM,  Call (718) 650-1750 or order online through Ubereats
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Dillingers Pub & Grill",973,"2020-04-18T04:00:00.000Z","(718) 956-5601",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.761501,-73.90935,"4619 30th Ave, Astoria","Delivery & Takeout Hours 11:30AM-2AM, Call (718) 956-560  or order online with Postmates
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Queen's Room",974,"2020-04-18T04:00:00.000Z","(347) 987-3994","http://queensroomnyc.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774146,-73.90826,"3602 Ditmars Blvd, Queens","Daily, 9am-9pm Delivery via seamless and GrubHub takeout via phone, dm, and in person, Order Coffee, Food & Booze, More [www.queensroomnyc.com][1] Updates <https://www.facebook.com/QueensRoomNYC/>

  [1]: http://www.queensroomnyc.com
","meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Thirsty Koala",975,"2020-04-18T04:00:00.000Z","(718) 626-5430","http://www.thethirstykoala.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774516,-73.908632,"35-12 Ditmars Boulevard between 35th and, 36th Ave","Daily 4-10pm Delivery & taekout, Call 718-626-5430 to confirm hours. DELIVERY via website seamless ubereats grubhub. Discount delivery with code KOALA <https://thethirstykoala.com/> DONATE A MEAL TO OUR LOCAL EMS STATIONS, POLICE PRECINCTS, FIRE HOUSES AND HOSPITALS THROUGH OUR ON LINE ORDERING SYSTEM
","bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Dino's Pizzeria",976,"2020-04-18T04:00:00.000Z","(718) 545-4775","http://www.dinos-pizzeria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762454,-73.92591,"30-01 Broadway, Astoria","Hours 11AM-11PM Delivery & Takeout, Call (718) 545-4775 <https://www.dinos-pizzeria.com/>, donate to Queens Together through their website
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
